Clean Max Vital Energy LLP,0.51,173.28,0.61,162.58,0 .52,165.65,0 .72,1 59.83,1 .07,156.44
Clean Max Proclus Energy LLP,-,(0.29),-,(0.23),-,(0.28),-,( 0.21),-,(0.16)
Clean Max Hyperion Power LLP,0.65,220.91,0.77,205.32,0 .66,210.38,0 .88,1 97.06,1 .28,188.14
Clean Max Circe Power LLP,-,(0.30),-,(0.24),-,(0.29),-,( 0.22),-,(0.18)
Clean Max Hybrid Power LLP,0.15,50.80,0.19,51.54,0 .16,50.36,-,( 0.49),-,(0.19)
Clean Max Scorpius Private Limited,3.08,"1,047.04",4.05,"1,083.51",3 .13,"1,002.34",4 .77,"1 ,065.42",4 .69,688.47
Clean Max Aditya Power Private Limited,1.81,613.91,2.50,669.45,2 .07,662.73,2 .88,6 43.19,2 .90,425.77
Clean Max Vent Power Private Limited,0.36,122.75,0.56,149.93,0 .37,117.05,0 .62,1 38.91,1 .34,196.86
Clean Max Khanak Private Limited,0.30,100.34,0.36,96.36,0 .29,92.47,0 .40,8 9.49,0 .60,88.73
Clean Max Bhoomi Private Limited,2.06,699.28,3.16,845.43,2 .35,753.05,3 .81,8 52.26,6 .14,902.49
Clean Max Surya Energy Private Limited,( 0.10),( 34.42),( 0.04),(11.81),( 0.04),( 12.50),( 0.01),( 2.67),-,(0.27)
Clean Max Sphere Energy Private Limited,-,(0.28),-,(0.22),-,(0.23),-,( 0.16),-,(0.09)
Clean Max Vayu Private Limited,( 0.02),(6.77),( 0.06),(15.52),( 0.07),( 22.89),( 0.04),( 9.10),0 .02,3.04
Clean Max Zeus Private Limited,2.13,725.62,2.71,723.98,2 .13,684.03,3 .10,6 92.14,4 .67,685.64
Clean Max Maximus Private Limited,2.01,684.22,2.95,789.49,2 .17,694.68,3 .72,8 31.81,6 .14,902.49
Clean Max Kratos Private Limited,4.01,"1,363.95",5.22,"1,396.13",4 .23,"1,355.97",6 .28,"1 ,403.44",1 0.32,"1,516.37"
Yashaswa Power LLP,0.09,32.11,0.08,21.61,0 .11,34.93,0 .03,7 .65,-,(0.16)
HET Energy Technology LLP,0.07,23.13,0.05,14.25,0 .09,27.70,0 .04,9 .10,-,(0.15)
Clean Max Ame Private Limited,0.67,228.26,-,(0.17),0 .46,146.17,-,( 0.12),-,(0.04)
Clean Max Arnav Private Limited,0.56,189.41,0.77,206.51,0 .60,191.52,0 .92,2 04.71,1 .55,227.82
Clean Max Astria Private Limited,1.16,394.02,0.52,137.99,1 .24,395.89,0 .60,1 34.45,1 .04,152.07
Clean Max Balam Private Limited,0.21,71.80,0.29,76.37,0 .22,71.70,0 .34,7 6.48,-,(0.05)
Clean Max Decimus Private Limited,0.11,36.22,0.13,35.07,0 .11,35.17,-,( 0.15),-,(0.04)
Clean Max Gamma Private Limited,( 0.19),( 63.48),( 0.07),(17.41),( 0.07),( 22.37),( 0.05),( 10.60),-,-
Clean Max Dhruve Private Limited,-,(1.04),-,(0.49),-,(0.38),-,( 0.36),-,(0.13)
Clean Max Dhyuthi Private Limited,0.74,253.05,0.92,247.44,0 .74,238.02,1 .11,2 48.25,1 .99,291.76
Clean Max Hybrid 2 Power Private Limited,0.75,255.22,0.93,248.98,0 .75,239.84,1 .12,2 49.96,1 .98,291.53
Clean Max IPP 4 Power Private Limited,-,(0.64),-,(0.17),-,(0.22),-,( 0.10),-,-
Clean Max Kaze Private Limited,0.85,288.45,0.61,164.54,0 .91,291.80,0 .74,1 64.63,1 .12,164.73
Clean Max Matahari Private Limited,0.95,322.30,1.03,274.93,1 .01,324.85,0 .73,1 62.21,1 .18,173.31
Clean Max Meridius Private Limited,0.39,134.23,0.50,134.00,0 .41,130.07,0 .60,1 33.22,1 .04,152.03
Clean Max Plutus Private Limited,0.27,91.01,0.33,87.90,0 .26,83.49,0 .37,8 3.55,-,(0.05)
Clean Max Power 4 Private Limited,4.49,"1,525.07",0.49,130.91,4 .75,"1,520.74",0 .58,1 30.27,1 .02,149.51
Clean Max Rudra Private Limited,1.21,412.77,1.02,273.06,1 .29,413.91,1 .22,2 72.69,0 .99,145.74
Clean Max Saura Private Limited,0.32,109.01,0.39,104.87,0 .31,98.78,0 .47,1 04.40,-,(0.05)
Clean Max Taiyo Private Limited,0.38,129.63,0.54,144.26,0 .40,129.32,0 .66,1 47.84,-,0.01
Clean Max Tav Private Limited,0.33,113.08,0.43,114.78,0 .34,107.85,0 .51,1 13.93,0 .86,126.17
Clean Max Thanos Private Limited,0.30,101.83,0.44,118.46,0 .35,111.04,0 .55,1 23.89,0 .99,145.65
Clean Max Thennal Private Limited,0.29,98.96,0.40,107.14,0 .32,103.32,0 .49,1 08.64,-,(0.06)
Gadag Power India Private Limited,0.02,6.00,( 0.01),(1.75),0 .01,1.65,( 0.01),( 1.41),-,0.03
Clean Max Theia Private Limited,4.32,"1,467.80",5.77,"1,544.65",4 .59,"1,470.83",6 .70,"1 ,496.20",1 0.72,"1,575.20"
Hem Urja LLP,( 0.02),(8.35),( 0.04),(11.85),( 0.02),(6.30),( 0.07),( 15.49),-,0.03
Clean Max Ajanta Private Limited,-,(0.12),-,-,-,0.03,-,-,-,-
